a,b
2955,2792
58209,57850
34609,57792
19819,18108
3470,14715
11762,9203
50600,32636
31202,30863
3985,3280
663,24
19,2485
30570,5343
31590,3012
22200,4243
50825,11431
7290,1211
38916,11219
26143,46643
37191,21554
40404,37195
6321,2594
4759,8428
18002,459
1525,1805
30754,23227
31386,15796
58238,53760
2535,3149
20878,3782
28321,23919
18914,3469
16440,17592
7641,5313
30700,20157
46670,31380
1150,505
19901,10927
11838,11430
12802,5402
5763,8534
5078,1329
13520,7816
1957,2034
56868,52379
42780,26030
5908,9384
10503,9526
4476,8659
6212,4128
58341,48584
4204,11111
9924,16462
48568,35386
6480,11065
27818,6550
45143,43570
19103,17899
30930,30509
44299,2122
29586,15725
34853,2443
28279,790
40686,34802
37222,5823
37472,29266
30622,15101
27612,15573
4923,4199
19138,6735
317,1860
42969,6504
50312,33144
51609,3147
22380,19195
1308,1226
9685,8668
6373,2066
48991,30993
5,92
48096,41064
53118,17529
30139,1312
3723,1802
30037,24027
43960,40973
32613,22421
20951,47762
43030,20190
37792,13664
38772,30037
10045,16852
3141,1895
15916,3301
5020,2146
446,531
9130,37398
2257,4072
13285,30572
6396,5052
5236,36203
6024,3689
216,13218
21641,7908
23577,33794
44402,6280
46826,22359
39042,15854
30529,49515
21610,10537
9218,8935
43746,403
4942,7269
24656,9417
57,12133
13004,7321
17686,6035
22889,13610
796,21805
1177,1416
1237,8653
48177,7460
7833,7326
9676,282
23688,28267
31974,32675
999,426
33101,22142
46518,30396
2049,1440
53398,1771
53224,25029
51972,38717
41160,10734
5287,1518
39781,13823
39972,11411
2213,2086
512,563
2703,3070
24851,23492
2784,1458
7470,29613
32285,11659
47002,45503
2531,3807
15117,15057
57740,16409
24013,10120
3497,2290
7532,12157
11862,5738
6551,71
11741,2246
26167,4659
6844,2110
760,966
4885,9271
1146,4610
6004,5149
9170,3699
31361,26150
45265,9292
803,24716
12142,10841
1482,4140
16947,5633
717,10
49557,10765
13703,10485
35947,14769
36895,32327
2943,178
14798,32102
43671,34121
3476,6281
43432,27965
35451,7038
2478,3677
26049,19071
5227,2987
36200,20066
7102,6254
2172,893
39874,38569
35023,7498
1802,6863
26192,7163
24101,14703
15713,476
4531,193
34196,28196
44982,6304
17103,2626
57200,22596
19928,9989
69,559
5886,9930
59122,14975
1270,737
34238,12114
46,24168
20509,26683
25407,23229
53879,2245
26951,8321
18976,5817
30260,9346
24616,17013
13679,2794
15687,4542
46319,39336
52257,20487
2799,132
13211,6504
31847,11548
27350,13226
3,111
46865,18469
1988,774
16350,13859
29327,7924
11190,36689
18607,10549
28444,1545
16603,7795
3115,36354
45958,40254
57266,52996
3277,5361
14950,14902
18882,7695
33278,12498
6554,9228
18377,2247
32912,7018
44609,40812
25286,21788
37912,40677
46237,18581
10903,5538
31469,29211
57549,53521
3354,13235
11514,5682
15234,40839
4394,3048
18265,6896
59038,23980
552,353
57103,48789
52830,8907
55563,5441
25769,34207
35744,36232
27821,7178
7715,4283
2043,1722
22970,15925
56082,37058
17077,1783
30553,14893
7883,30241
8268,11057
19960,54092
31260,26029
45468,15943
41438,12408
2388,5143
17286,9131
12206,4563
20076,5895
22595,1662
49684,25926
928,412
19031,36383
23047,12417
1748,546
25056,9235
7644,3139
27503,34844
40138,37775
31689,24427
17530,12580
10942,17479
28178,3828
464,7244
56131,25814
18854,16092
30242,23230
50337,37371
7143,6354
13985,7300
46531,29855
41499,34097
12037,9530
20639,41645
17689,22049
27765,11270
1416,15643
28682,27134
36230,28733
22190,32868
12223,2757
45350,32799
882,1479
21830,1379
36060,32602
7440,2738
12477,10501
56232,29828
12174,30833
12049,8490
19249,34122
47949,33380
29154,20286
2785,4049
22222,20929
4034,950
9887,3796
8432,313
42659,1681
631,18072
42415,42032
7489,1112
781,247
9881,6643
30457,29958
26740,20160
2567,14160
15501,12232
30265,6799
3952,1521
3324,1668
10423,20880
17785,14897
31154,15397
59564,29721
2974,1642
43712,28453
31123,15427
27675,14657
4905,4206
11104,3539
35383,17175
2826,13973
1310,4170
5482,27
26689,5288
26850,10211
19343,46088
58078,51524
59210,31555
18007,232
2858,3705
49120,30251
24229,9114
20675,37052
18900,2483
2551,11521
18675,6413
1377,8541
31182,23081
14651,29791
52353,46302
57158,37583
132,683
11008,7548
55,2148
19834,10108
43218,18711
48766,13121
11977,20096
27347,19708
21531,15029
20841,9263
33048,31974
55382,3414
12237,8815
22136,11524
37256,17342
43234,41228
14580,15368
52219,50661
36869,45948
22208,17181
34391,811
15069,1962
41027,34635
36632,14113
19077,17206
26792,11258
15838,34438
10675,11314
30485,10300
1821,437
48355,9246
4311,1929
18788,14550
58846,46320
50018,21144
53456,41784
5379,3908
50141,443
49347,32696
2935,1157
378,13908
8564,2612
51292,49321
7233,2725
35338,17006
3928,2114
50846,34021
47373,2835
27998,39038
36539,17058
31678,10572
8618,11941
1438,4193
29833,23682
14171,14535
11822,6799
51610,26221
7736,3838
45409,153
52458,27600
14159,2814
44410,40989
34206,6199
11116,18303
13799,6399
47997,30808
4195,1245
22687,6644
15943,13974
20994,19790
52734,6502
34716,22244
47965,12329
28490,19055
35161,29146
20822,1316
32620,5028
43383,25973
20366,2144
8233,7397
32590,21161
33116,1656
58706,1591
47412,11788
43545,29540
17130,8870
52157,49131
15296,5392
42251,3828
52197,34863
22510,10658
32,10397
26647,7524
5218,11037
29808,38693
18240,9716
14856,6752
10855,8493
11662,7469
9360,188
8822,15333
24739,4382
25522,688
4014,832
14180,3606
5574,22806
44322,12665
1859,3825
4004,9117
26113,2284
5333,1979
7773,7092
18869,13315
17917,6156
35945,2480
602,2507
13576,39827
58024,13149
58957,22695
30045,19493
48379,20759
17955,1817
33377,20035
52299,23844
30114,4872
53486,17401
21715,177
14955,9507
2836,1024
12311,7668
13629,29036
20794,15454
51200,40613
18696,978
41174,14182
1522,2338
13511,13624
32354,25324
2829,3091
4760,4182
8287,670
2401,20459
50727,36907
38409,236
23541,377
23629,7266
9732,774
18681,27302
14920,10847
9991,5936
38888,9041
31178,28893
10422,6890
41367,9119
46027,42661
8962,6664
26844,854
2739,1164
7208,4668
15798,820
28504,25278
19381,13295
30578,18957
36584,5378
3318,4268
50644,32575
9499,6681
55827,24078
15954,8594
28320,20349
25554,5270
6662,5852
2959,9665
16662,12701
41472,25769
35313,496
6011,15657
14071,13816
1525,8562
9723,6108
49185,29441
45979,3959
31371,35146
1495,1605
1538,2738
32635,19727
26011,2649
17604,10875
57862,67
4871,4638
11268,7084
26582,8361
23902,43818
1423,777
5545,1311
2440,5062
47621,13623
2437,5122
9993,1690
12377,1419
1821,3506
26238,18255
40297,14479
42461,2303
9360,3553
25714,2324
4193,3508
53296,23596
29695,26474
139,2129
11555,3555
45376,10063
59248,54826
26210,21151
45939,22724
59175,30456
32293,26840
25461,6558
40653,40338
15627,2971
22521,22260
23596,38270
54901,26386
20645,6653
30846,9090
2575,5727
26201,25837
15807,8982
35028,31849
53518,38766
20476,11282
21044,3255
17631,21734
4123,3924
22175,13512
8852,20918
53321,7643
52079,1888
21976,7418
4972,2046
11543,19692
4934,7482
23837,19461
27038,28205
24954,14776
402,300
15737,15236
5882,700
3439,11915
54398,48490
5633,16646
24800,2986
27887,37892
38452,4818
11160,4127
7595,5802
10900,9891
23919,1049
5899,13768
1676,858
2976,2483
13339,20847
4855,1498
27266,18104
51443,31671
12720,11693
36571,34263
11167,413
46219,35697
4757,3446
17496,12186
41652,30878
39220,25865
3421,729
3370,1161
3963,8573
22100,6042
42726,8329
30617,26731
425,1166
30956,17435
634,320
1169,459
39536,7073
272,283
15520,6059
8384,7998
30582,29496
96,46
5183,23877
53338,23618
15294,25227
52467,36463
27396,1548
26570,30170
5887,852
16820,9999
29270,3712
36606,35003
57752,16126
3101,6643
2374,17062
41254,5788
55169,9872
46965,39582
39544,39086
11610,5447
32927,9428
26179,15824
1090,1075
56307,42554
3949,5637
23010,1889
51988,50539
1489,387
2184,754
4883,6870
5979,3432
285,16
10064,1031
51933,42438
23025,11333
3945,9083
2576,2079
41014,25933
8227,4650
25656,14704
12241,8450
15218,10674
32396,1687
30190,18242
14163,31275
12365,6382
9643,674
15109,14311
44815,42241
31697,18296
59503,27718
14643,20931
10608,1551
48346,25969
8467,6378
58204,41785
2793,8237
5007,749
2017,1165
48651,38690
48201,5168
30998,15657
41511,3434
48164,29091
13999,1380
17237,8780
7406,6402
10838,5631
32583,16520
21203,1844
59131,22365
705,11285
26973,1180
7681,7235
42668,39572
8667,12524
2404,39598
1522,1011
51520,39741
25468,19014
56836,15945
19299,15331
7440,6109
23865,12262
5468,1315
54705,3061
27228,25423
38674,23347
23107,41523
26985,3972
50305,17884
3840,2174
17458,49418
58563,49912
16306,17069
46150,37138
51974,4306
25395,16614
7151,5497
28689,5948
10347,21545
16115,13187
29208,26295
29192,3665
39447,11826
23742,9903
55120,74
2803,1860
23814,22304
32423,31954
28480,2028
37206,19620
38751,28205
29200,11476
54593,37962
41433,30038
28893,3174
38745,16318
15164,21835
8988,23434
19943,9869
6949,1682
41383,25240
26512,3065
257,256
3341,3636
41031,35101
2222,15926
8066,12679
2798,2259
2070,908
32031,1636
15038,14877
34563,12542
21013,23657
29886,41439
9167,22823
25094,40248
37226,21658
1343,22494
30061,19808
48780,2755
51945,44327
50741,50644
29471,21385
38587,5132
11661,18301
49768,7719
52332,6154
7070,11225
43412,29796
3390,1368
6060,2166
46262,23198
56343,13063
880,8646
43416,16402
23830,25302
123,13
24525,24102
387,4434
39417,24411
52424,17862
53142,15516
45089,7137
27311,6170
5946,31826
22914,10151
50653,19003
14676,39532
5148,1662
14622,24032
41289,18838
33756,2582
1357,4027
44000,43301
40209,2009
47860,39440
28033,22594
18609,16005
3712,23578
9487,20089
18094,24083
36447,2153
45731,37184
38729,7907
28196,44973
9006,6380
31572,5724
7963,6942
11983,25618
32931,29437
42686,10009
35034,17126
19764,4987
38469,28714
58685,52434
43559,21537
7151,15412
31975,5523
40826,12168
48006,38073
50556,13550
10056,9991
18631,29771
43975,39755
4102,2245
2940,11090
23461,10922
26988,30734
3055,5694
34572,1913
43834,19913
49857,48431
52960,38827
39880,55442
15907,17455
59510,55380
30024,20728
10809,2879
38835,25552
4583,3526
43311,1042
45261,41385
8481,8065
6374,14958
3714,11143
9076,698
43198,52454
19659,16228
8104,36951
3444,28408
5175,7228
21941,31798
22318,7086
32735,19284
2226,840
42885,35964
42800,7692
20967,12564
37736,32441
4020,2199
32675,31394
13709,1858
47831,46769
13708,3655
29196,27847
39438,27992
12897,484
36147,21112
2066,816
9452,2303
14165,585
24327,12467
46416,11169
48898,41645
31224,13600
37135,8858
58335,22538
5697,2582
42116,9030
58827,33131
50519,37067
41317,20583
4539,4464
57203,40640
14843,534
47954,47488
2903,2710
33137,22046
31760,19987
8335,6213
2728,229
16388,12513
17266,6612
51525,19208
59311,12237
1475,1539
33574,5759
47607,47095
29533,3040
26615,1614
22479,20797
41773,10877
51309,40840
20666,5389
42770,41867
2632,1732
21163,12141
32687,12759
17227,8613
6223,5076
42315,13634
57155,15009
8945,4738
5674,3008
35560,17039
43192,37044
45095,35605
50039,26591
32878,6949
57024,54393
9176,1766
5708,25836
22420,17258
44613,43609
46817,1896
11251,5091
8744,45682
21229,4746
1894,1358
13223,12820
30115,11205
21663,10781
38455,11952
39114,34558
26611,4838
15696,15651
23087,8405
21199,7654
40973,7666
46608,15445
27955,8310
34863,25618
17956,41844
42436,34593
9606,1479
15241,15022
27250,23737
1526,364
15405,8900
45448,3883
45424,26493
15947,18582
8749,6587
38021,1971
4299,18644
11569,6617
27030,25515
53014,5468
55966,22739
28287,5889
29157,23198
53124,50813
35233,16952
2398,788
39195,14777
48128,20368
4557,1608
57274,31185
5334,28791
46576,41829
34490,986
39200,20756
42798,24505
36756,20992
49667,25631
1565,908
4316,1152
36300,44892
11220,21745
29357,8672
5118,1045
33298,20921
22235,12175
37572,7248
22438,30800
555,7786
37004,29268
18641,22217
40588,28032
31403,47113
1490,923
2921,1942
47760,12023
58284,23826
2600,8882
4061,3032
12799,3095
7663,517
39291,18249
44255,20575
5018,11861
49149,33810
71,23579
22480,4323
48805,29145
23335,17950
260,12
23343,14013
52555,6433
17493,6480
59356,32303
56427,9843
25345,16735
11049,7021
58288,14629
38791,49039
42250,18225
27392,23439
23265,23216
46052,26609
19232,6098
55625,11806
7052,6494
50442,18039
29380,28702
6626,3985
36921,35435
15520,4276
58076,22813
57453,37125
1531,870
14377,727
33467,4240
15505,9720
18635,2010
32881,7395
10254,2752
48016,9491
9926,1967
4182,16415
20280,6953
10755,19160
28122,6965
19561,15074
8843,4194
29414,8938
25060,16208
8372,3177
27185,24025
5137,38156
4932,13753
16541,11790
5705,920
5734,3290
19756,7318
36641,8276
28607,23196
3677,1799
53037,38807
3776,43503
11331,4109
18191,1300
14064,13694
39818,11440
17885,1151
42805,8795
53353,15682
56738,25694
43707,23597
1616,6305
46438,32259
10325,2436
48404,10141
57143,17090
15538,34024
10985,7334
13419,7975
41422,5098
29935,41369
35076,38276
45320,48819
14827,11131
13410,5538
18498,18959
46468,6690
53523,29293
12553,10598
44413,14897
15878,15561
37852,2052
11719,12353
14238,31630
2771,3131
8749,8336
13532,7023
1169,2362
2501,9985
11710,16946
312,341
31490,11428
1107,190
47463,51080
11237,463
29556,21862
728,3168
32122,13778
31707,19771
10813,4457
29346,32651
18716,5827
13585,7647
26431,31899
31354,3513
9979,7869
3665,2419
6221,5443
26037,16118
28080,452
34357,9761
39244,6636
2736,1405
427,448
43621,5742
3715,5500
53638,15693
25762,4184
38348,30428
46707,47698
26907,15163
44213,23157
7555,5184
9610,9935
59107,28083
49670,15405
7958,5446
5389,1537
18005,11412
3428,2908
20495,343
51415,26204
26813,23445
9080,4815
7959,9443
22150,51128
5978,21649
8809,7314
51822,34132
8184,7883
11181,4715
49162,12127
14129,17957
19750,54109
5863,441
47159,38179
26055,18000
39829,3275
28666,42544
37589,12398
10241,11576
39170,18598
8119,1744
20628,12852
17732,5444
1343,1361
14339,8658
9421,3271
12610,15715
15369,6801
19647,2524
41875,28594
44027,33402
8603,2092
16937,17962
56623,37084
32393,811
38676,5704
42827,20428
710,752
58362,27570
4109,2806
46010,7476
18931,5201
28628,6219
6935,12131
50415,15986
12405,4583
6205,22671
389,43401
56469,31860
23272,9325
25344,33274
53387,38923
31586,30632
51898,4829
13183,1797
12534,10415
59401,57736
30538,30287
52130,26199
30450,15837
59195,50084
10234,2669
57040,8339
5269,1677
1946,2073
27046,10478
35348,21424
21783,112
38992,33695
24192,41332
24471,6795
53553,5917
19394,2164
17667,31979
9039,11297
11701,7364
8240,3864
25978,22086
18173,5903
21530,4985
29586,21162
13511,8628
56119,42794
57918,6766
35093,31229
47754,27513
33299,39609
26759,9066
1073,1626
1781,1038
45171,42162
13274,44251
32062,27253
57259,50114
16129,4379
5051,21945
34316,4824
20217,11770
13258,9848
50230,49540
3789,2567
56726,54664
15583,42946
25304,38401
26537,15608
58652,34630
18810,15
24554,49605
55630,24970
6013,1117
3944,1271
27717,22726
4879,3267
52746,39216
48835,10484
30613,18398
58870,39529
45635,30310
3962,1287
28332,27466
54695,52188
31009,1822
46655,29599
17507,10158
23019,28102
53248,21090
56392,56261
31229,14717
46878,44131
18131,38672
11753,2300
53891,21109
28415,27180
36087,27424
25714,12444
1202,873
23170,1538
7311,19844
15846,25007
41466,58028
21015,10777
52127,37533
54530,1513
13185,6295
53635,26280
33167,24102
10802,18940
14141,2254
15120,14161
12637,124
40166,27090
14831,34829
2523,526
31921,2876
48265,18166
442,92
45916,23843
5280,4492
9959,5924
45955,34312
10621,11372
20213,831
12309,27369
40038,29274
2589,240
19046,12101
10086,10963
25467,55744
1716,535
59268,13191
18737,9865
20154,14465
2790,13377
14575,12629
49392,47235
22752,21031
20080,17461
4433,3673
9889,7004
8776,3622
57459,28865
22884,17259
28263,16105
31977,5383
12879,1882
37317,14602
49949,24456
12946,9122
11642,22400
2856,2123
44491,17148
57287,23454
37987,31485
3853,10867
33670,7951
19732,26417
40045,12042
35101,26662
38,18248
19637,11094
17100,4659
28283,9930
9141,9674
31623,19664
18876,5787
35308,16795
821,182
15954,11719
30648,28281
5015,19413
5365,1770
15028,5139
7665,44403
59535,30200
44490,25613
5596,12988
12896,5009
39443,34191
50262,43849
13839,5512
39370,21730
2277,7346
579,555
9705,33110
9857,42532
6997,10020
19378,53830
12468,11878
55136,35839
3878,3062
54586,51754
8781,5356
19125,10554
29800,26210
10412,22395
21752,52178
12947,12016
16486,21675
4108,25
956,18216
39477,36158
1693,13601
3333,2356
44561,37593
34642,32063
1927,918
30630,27279
52539,32195
1802,553
17792,5179
19074,8360
49911,12680
34909,7477
56903,26776
51765,47359
30761,159
11882,30333
6605,3807
29580,15171
45421,2528
48610,4080
38322,9645
26204,14590
5077,11520
35768,20690
39143,37766
11454,9533
50002,37287
35572,905
43639,36844
11587,11376
15538,23775
32526,18280
21326,11915
32231,3892
22353,12742
35568,32547
20106,12582
24250,18187
3075,20403
3885,1544
27324,8827
31860,21523
20034,4593
19829,13496
45681,31951
6310,425
33368,9683
8004,2373
19753,15094
35260,19510
16462,1467
18515,8207
12855,17891
1652,5532
38014,5119
3725,52102
2376,1925
58340,53278
47270,29486
1734,1513
5189,6052
636,330
30170,4896
38124,32217
13715,19640
27501,21980
30315,26567
54387,33402
20021,27324
2892,3366
48775,30983
13459,3690
26859,12690
6837,3352
51632,40935
53864,36932
3755,625
46563,27939
47368,34359
15645,2931
58039,26248
24502,21680
19653,6548
28634,7166
13803,4404
39409,18070
21083,15518
51799,29339
8872,1839
27514,847
4,10
40976,10628
35938,20159
27947,17567
42985,21288
7727,3178
57183,33105
49390,41100
972,415
3979,3131
43006,16926
34892,11869
40078,35970
27184,7314
33839,12431
1794,27015
37866,28427
11680,23149
20107,28284
41249,1871
31167,1452
26960,15126
54903,43860
59402,5134
420,56
50220,11165
18316,24778
6484,11524
15857,10734
11205,8861
20884,18523
32819,51518
17372,16811
51902,9417
57057,1296
26646,3877
28401,16085
3522,15929
5026,2094
610,324
53920,49922
56585,5913
4157,4177
30860,3970
47924,13100
601,9694
22931,1459
855,32521
55495,44548
10876,9378
18550,39208
3058,3369
23291,12197
6852,1087
365,15264
254,134
5618,4695
46011,15168
49230,18652
41100,12724
4877,22592
31346,9634
8748,9920
46678,2732
11115,9055
25068,6119
5447,4461
1042,635
9451,9321
4668,2901
4684,12037
2542,577
18060,14661
19636,28169
4111,2055
55493,34105
115,109
22954,7546
33383,15798
12569,4982
15444,1358
15247,7569
5173,1621
8089,964
56873,10762
59699,19116
32609,41639
47296,38711
253,3313
9731,24940
10525,2173
13884,13067
45893,5259
33210,15515
57759,24900
20566,12047
17946,5577
10968,8302
29105,12461
8494,6103
31408,40236
8279,5267
1969,776
16031,6827
13600,35483
45445,36042
49019,8917
1814,1680
11024,3938
12839,3538
28823,39790
3510,715
6284,5276
2328,13152
43498,35618
30993,13573
8128,10688
6478,5055
11771,245
38544,27612
7612,5461
3456,27430
17062,16025
56866,28429
28799,3640
11375,5031
47294,12850
18125,10656
18652,10373
23786,3167
21313,793
24122,8628
30704,17758
26387,32228
1850,5698
189,54
2517,1321
35009,16200
1548,4740
27175,19536
30232,16301
2221,24423
38156,25840
25372,4583
39648,36386
40102,25072
38192,35333
2699,40158
18930,14597
34899,27259
36649,22167
52635,35431
18865,7862
3593,6513
53129,13041
2929,2327
4576,2430
10375,7947
24701,27172
18734,5463
19614,15032
5375,413
1238,6575
48183,14199
16603,7760
11298,2541
21559,20378
15448,6710
29612,19107
10945,7640
13459,12850
1051,24
16464,2441
3252,575
42396,35165
48268,15495
28938,15982
24161,23721
25661,8152
1594,2762
57355,22360
7226,2029
8068,8287
32071,14184
27276,8355
7843,2218
26311,20045
51387,108
2573,1702
12326,5872
23543,22642
58,120
45992,32131
44,59
19015,8524
15345,14912
29126,18688
16982,19246
19713,3471
48420,15920
41287,1669
7690,20091
12426,41134
52437,11301
54577,29964
48490,46903
43682,41272
10134,33123
52672,8288
42029,25794
46625,39862
31311,22649
2308,12018
59459,14344
27856,14415
55733,10066
5475,6478
34589,5755
54405,34377
4523,5130
14745,8318
1868,1435
29790,5877
40472,18021
30891,16323
17666,10828
17220,3445
36293,29532
53611,28882
37335,31140
3700,6202
13722,13557
20758,13122
56311,19024
13828,21007
26247,7309
49563,46886
48027,35336
18268,16807
33037,2132
38335,11413
57529,39452
56686,42986
2954,708
59489,2423
575,292
57844,1611
2640,1313
27856,1851
2002,8348
3654,2008
24980,11656
30791,3889
48968,20999
10042,52402
1439,1500
4411,17623
30760,29923
36283,8641
22001,13222
37,6
27261,18761
11271,6790
43577,4280
8604,5238
34119,25118
16283,15217
47037,31515
21334,14265
16103,7040
3377,7975
29496,4048
25289,15766
17033,2108
40760,14275
26392,45091
61,354
4636,3323
13901,4947
59065,58050
26091,25231
19524,7892
39970,25326
32784,16140
39547,29633
58794,18763
18856,11436
9250,11959
34097,4386
57708,33841
51906,31406
40286,13208
56916,50101
11258,9885
50597,48320
33044,2184
24040,21382
48843,39474
4645,1026
4782,3958
16086,12123
6746,733
58326,47994
30796,26822
42057,15836
35757,26257
3679,1335
19836,16142
8956,3245
27872,11806
4719,3470
9088,611
28815,19315
30280,18097
46749,28622
53803,5964
14262,4507
25466,35677
22593,10001
52731,13491
11757,14204
11034,3230
34620,21748
38700,7006
15455,13379
20202,997
28545,28067
19849,10030
30826,10769
31485,19091
44230,26236
13662,6333
59124,57062
24653,3187
48756,36772
4977,7534
2628,1118
3464,3204
4641,13855
4540,1623
9450,24210
5442,11011
47835,7742
6837,9517
28577,3135
18885,13278
16461,1740
49129,21206
3694,1498
50181,45440
8167,113
1422,451
32099,23216
1263,9102
50090,15703
2140,25
24712,4164
12106,4072
3080,6318
34007,23327
20116,24899
16071,1627
44956,17736
53538,52074
55280,40316
7050,14574
36645,51514
26954,14785
9477,2619
11451,7813
11843,4487
12787,12746
41187,7120
11883,907
32547,6563
10865,39209
19911,13932
32154,6240
48431,30434
56295,24559
25432,6661
17830,12288
634,73
12715,4854
22594,11745
27419,21200
14572,12772
5046,3112
36676,18431
19910,2490
16601,13974
30747,13814
30176,24385
6398,6188
23052,11106
36,68
14671,6965
7395,34376
54708,54131
38301,22726
25717,10996
997,624
1583,5118
2152,5269
44575,14928
6269,8170
16505,13626
9550,3662
6947,13914
57714,48747
24093,13616
20243,5653
23864,8126
1342,1231
32707,24023
28802,17963
43575,25687
27879,15748
37288,25278
57306,41343
9937,1030
15999,11303
4967,760
57691,52659
2545,2452
3064,1412
25614,15963
7417,429
26649,22203
21475,10963
2820,1923
46876,44507
13289,14565
21904,14963
16778,26176
48950,32640
14258,13194
48519,40597
11481,7780
21801,10581
53869,4633
23086,19026
46327,26600
25788,25320
45508,44432
34747,5745
58056,55282
32339,1750
30920,40102
1771,3280
15406,13457
2364,433
20097,15886
42125,17722
58316,20678
20975,193
6734,13414
10180,4506
6730,801
42277,23739
55465,38020
42167,38125
1313,97
24993,27668
31478,3540
19555,18297
53723,29742
2461,5662
26595,11499
31062,5614
56933,23310
40856,12824
5031,3632
50054,6850
39718,20218
35823,15248
51774,44987
59634,15298
19035,2232
3058,22682
25242,25119
54055,7396
59156,39196
1062,209
43619,7441
14346,6857
4804,2016
10636,5640
28097,33944
31192,13980
18104,2011
48557,18212
5967,5728
4762,10057
50291,41272
1375,8822
18245,10255
24394,31419
43588,28492
30267,17610
26658,7746
2165,1060
47530,41891
18612,8411
23841,17215
21965,9696
12519,4788
425,1378
4112,13590
16106,11221
36823,23893
4521,8881
27634,8105
2662,1462
41094,6129
9428,580
20347,2185
10843,8067
49574,33263
43718,43303
55373,26946
58875,27419
213,7068
30565,6745
19599,8008
24025,18561
39549,27373
23344,8985
18665,19250
57126,16817
18479,1243
13201,8307
36802,17566
19695,12128
42628,41668
47345,5355
5539,2645
12935,7865
53273,32474
5783,2990
25417,22366
7,92
24216,29633
5828,1597
19575,16211
14444,17743
41208,12787
49229,26977
51375,49246
742,138
9508,9431
8392,9351
41182,18343
53558,1694
54174,31567
31851,31077
7769,37912
2568,2336
16460,3513
53561,29657
1838,2061
19397,7475
49995,20438
2637,1406
33351,1244
50993,16580
23319,39065
569,4938
915,3378
11221,7514
16969,28161
41013,32124
45296,5469
11498,3097
18083,2741
52772,28557
15810,7853
40534,7346
11647,1428
59030,25909
31027,12060
13974,312
33651,4689
883,14808
57246,31006
50848,41833
30279,27848
37225,47558
3194,5273
13290,21000
3241,2075
14714,11734
56334,35213
9845,40965
27410,27612
18783,6690
14010,9287
38131,21591
52053,52806
53373,51577
24752,7949
40876,33577
45709,10912
4718,51241
43044,35207
49328,165
2249,1615
29845,21019
41148,37021
57449,34210
43751,3896
19446,37
26560,2796
47316,46784
20849,2838
32900,6585
7460,5283
35604,402
7470,3849
35713,33021
36904,34992
15582,8294
10666,5873
34385,2912
6526,4866
8402,27857
53201,6946
42020,4396
7802,1131
15075,14972
27201,11270
38875,33937
6,33453
30100,16306
14790,6545
3660,14716
6056,40336
16503,2578
6997,1907
37641,33456
16188,30996
15912,6236
5829,5533
28945,33508
25570,12902
32490,19914
53022,32334
23940,18834
31866,48607
42650,11816
22928,16277
29547,24532
7242,535
8136,31429
35563,22003
41648,46951
9691,4864
43624,24236
10260,353
294,2368
27386,3650
28159,6060
18374,6617
19246,24801
34348,13182
8632,4171
44661,2232
4800,956
50464,3543
8522,3595
12149,4218
34712,27910
25467,32780
42584,24346
286,17053
3132,35669
78,20303
30360,11383
23129,5346
27670,254
1183,12295
40737,13932
17038,7972
5135,3038
6928,2755
33405,1739
35045,24110
6086,5657
20069,16981
5415,3403
33098,9344
42286,17128
20286,11279
51162,36918
2891,45527
7337,2123
3622,5548
54512,46392
59518,52018
9643,18310
6262,6878
1012,823
5238,32738
29194,22059
38389,15386
32012,26176
11,1224
16498,2279
7158,4392
48180,4326
58257,21753
35000,37473
3387,214
14236,11448
53512,6212
7747,2339
6183,152
31679,18768
29875,29028
40512,38151
10253,34844
5325,4786
55722,51739
42843,29566
1102,814
27619,33104
17165,8780
3070,410
19376,14335
54124,37019
2166,3919
15614,13704
33938,11922
31919,28452
8292,4564
42506,24918
49218,5915
639,24138
32624,31308
27192,40393
41056,43208
52892,47174
20610,3262
26100,11059
24810,3194
25417,13124
3959,3931
1022,8749
20572,3736
1212,3658
6020,1010
18934,7152
33907,10606
26458,4094
5380,4281
11856,4602
5021,3769
7919,3247
30470,15653
35954,11565
11946,11300
30744,8026
5905,3999
34821,19283
24670,12618
1789,4419
38091,22357
1603,18840
1313,536
2982,3401
47180,23956
37584,32991
1017,3717
33117,5460
24033,12228
44129,42569
59540,19432
906,2845
4312,10804
29579,16807
16179,4690
5660,25373
17952,13881
48401,34859
11768,6789
7686,7488
8367,810
16159,19023
55806,3665
33711,22205
55199,5218
46387,45556
2850,10116
22467,11515
16477,9554
11555,2742
12993,6125
14924,6598
12168,3039
6693,1851
8209,7258
7220,15666
16214,6986
20141,11201
28047,15254
22573,12247
23778,14384
15633,27653
28325,12496
51482,4513
52524,34734
22354,20517
49135,24926
10961,34686
2749,3051
5622,6116
20927,10390
4375,3523
32669,27545
6408,1200
13894,33498
21235,20744
24279,6867
26322,2733
41466,38203
8881,8647
264,2144
44860,29423
8718,12602
49434,6955
15428,6936
1539,1530
6154,3670
870,1519
16747,11314
14565,323
9578,4293
4538,14574
31824,28394
43969,16684
11517,9011
55302,23883
22926,18041
6405,1895
36209,34782
40436,33471
51524,10956
58468,25173
13535,9694
12483,1233
19111,12680
4119,21127
15552,5461
16,10
42758,8477
6635,2533
16936,16492
17404,6416
13285,1964
20816,6152
18186,17482
14795,6915
53852,3901
22627,27901
14966,3595
46530,17986
52808,26192
37911,22681
41874,27050
6319,3259
36553,14395
