a,b
11480,21995
9580,841
11896,3882
1160,15940
17722,16174
3175,666
13287,11937
13613,4761
8022,7761
7426,3070
16394,8979
8689,6305
1737,1463
15180,6917
4100,1049
8964,10070
6947,1286
6693,790
4136,4102
2202,8589
1928,2992
1036,73
15141,1181
3198,16882
10293,2323
26229,6182
183,1724
20293,17510
12713,27664
3607,1487
979,4289
770,1668
7030,4800
26892,17153
14878,27375
5883,1049
5637,3032
26497,22340
14312,4424
3971,637
753,498
5834,2014
27716,17225
1057,666
11045,2156
23927,982
319,8496
750,417
21141,12720
1753,1282
5862,8076
6598,1585
12486,817
7167,1952
2544,20786
6770,6593
26807,19257
12254,1211
22973,7508
7748,17956
25107,22417
29588,25760
6504,4905
8957,1806
274,94
6736,2712
27160,5343
14755,2021
9673,5709
20558,2512
8274,2466
1228,474
368,28
18659,40
21371,4007
7126,10980
340,146
19256,4054
13513,7635
27748,1748
10791,17174
4361,1036
10701,9185
12063,10973
18292,5369
285,5779
25475,10573
7788,18010
625,341
7568,7061
13770,513
26327,6168
2872,586
14045,12453
17483,3283
16235,12112
452,618
19676,11442
7718,16580
23409,1579
4262,770
24158,9962
20512,2276
12946,2613
9245,8879
35,5115
20857,2921
7839,139
5604,4028
5276,555
20087,7831
6116,15099
5628,3522
3366,1783
12841,94
9396,8515
19163,16696
528,126
9699,7457
21301,11140
12557,1479
3222,3073
24217,4835
18247,3497
6704,4554
7021,365
21353,8801
8399,8707
6535,2311
7271,2789
28039,8005
3752,2663
3386,5002
20225,2236
19565,1097
5158,1231
12231,16340
9030,199
1543,655
10458,1793
5923,1825
13419,10588
19707,27923
12715,4570
24346,10541
17421,19935
4576,14397
20970,19395
12755,12190
29324,21300
17090,2527
9447,20806
16874,422
27912,6473
11592,1374
80,64
2057,1451
20475,12830
15401,12786
3342,5405
26193,23567
18420,15821
2980,5171
137,104
6884,3150
2200,6308
12643,15743
13120,7307
13928,4722
19032,1484
10449,858
5679,1776
5982,4603
9772,9172
20103,1888
18073,7537
23639,23306
13728,1849
25705,18339
17057,15182
27520,7224
3681,8292
21432,9859
13427,14233
10786,4377
5753,4597
7031,27685
11773,7090
28695,1343
9323,2334
1985,14957
14842,10019
3542,3333
24803,23144
12561,7893
14934,16385
25567,6194
7237,1483
12186,2074
6589,927
14385,26078
1211,883
9114,4105
20259,5886
770,2691
5920,4709
2457,564
1185,608
14171,14621
21631,7905
5804,4578
2973,169
17041,14080
1108,1588
10508,16953
27101,749
313,3554
10211,1543
352,72
20728,18560
27180,20374
10358,5846
8183,2109
1126,479
7850,2803
28988,21480
1707,1070
28738,24546
22847,7872
14229,11704
4786,2381
4097,8473
21039,13474
1330,1935
233,117
286,137
19483,844
23537,3871
2770,848
2417,2488
9110,425
3584,70
15061,13220
758,669
3185,823
2743,6042
19494,1612
14659,5370
34,209
3803,2775
16204,11163
21139,9021
6201,4378
3196,1588
6080,4549
3978,3100
5596,6566
5512,17818
14501,4645
12669,5470
4323,1623
2326,8972
18497,656
5250,1780
11281,1076
1042,25040
14270,1265
27553,10889
28441,10900
25449,3039
27516,20128
3430,1740
29049,14831
22336,219
562,1484
21644,186
527,1598
7082,6319
9697,2053
13354,949
1966,3675
11385,4206
4371,1763
4890,3889
14371,5683
1738,17268
2248,1477
14597,10301
22739,22632
23504,6891
7007,1096
27096,742
9275,10290
5888,23373
26414,1761
1809,14006
11585,11338
8761,3592
8861,1584
3834,2521
27329,12724
259,2275
113,359
12372,3874
11845,3500
6850,22206
29610,13741
21550,11366
20527,4188
21178,17503
2985,1035
10275,2748
5017,8283
9142,8253
14935,1525
15211,17423
7866,3826
17183,10177
15518,1452
17580,4724
15626,10859
17836,4622
19217,17267
1631,1513
5524,2676
679,568
14912,6834
5667,4927
5955,4344
19622,17672
28172,10682
16932,15483
25193,20567
11305,8094
6183,7359
17458,10227
18088,6674
3255,7226
12691,11809
22897,18702
25381,6135
2959,3610
10760,7204
12378,5010
719,130
6211,13216
25839,2080
28319,20944
7518,4605
2733,1266
19190,9319
11748,10741
1915,578
11266,9722
28053,11897
8345,6096
20226,13318
7411,5372
24635,21345
7651,3629
2215,2072
9275,2314
1283,1683
18082,5292
6536,1756
9909,3143
2810,761
5748,400
7245,3009
27936,2011
11184,6864
25787,18862
23499,21381
7331,1856
20198,1692
4034,17512
12951,9035
7584,6509
27585,8140
606,1469
21208,19598
25014,6879
6932,2576
27282,4480
10326,8013
16891,4110
7320,6161
20664,23228
3430,4289
22290,5998
10889,4758
26582,8361
155,3376
642,534
29737,28235
6398,389
24938,14330
21996,19389
15824,334
16021,3948
4563,5857
3168,1384
8442,856
15877,6633
736,1620
959,2422
24201,21649
15025,1452
7235,5927
4044,5596
13568,7131
13899,22065
18211,10188
23941,14256
10191,446
13556,5119
22726,20062
20048,6625
9989,12537
3030,1192
22126,13333
12502,7174
8097,5598
2563,4783
21046,9785
5148,5156
10371,2351
21980,17566
11819,1832
3647,1008
15116,9107
1271,96
5328,3047
8022,11316
10241,7000
16772,4554
383,136
24249,23664
19111,5996
6920,3209
1542,258
18824,12060
10292,6321
12506,7475
12219,9398
15662,12292
15063,22376
2394,2821
8213,4229
8123,6879
16178,11400
16788,11675
14258,14240
3674,2830
2333,242
10853,6151
3319,1908
10897,7032
3066,1598
27133,12364
427,622
24575,11266
8521,5797
14540,11606
5343,4682
26753,7234
1671,1134
8664,5052
13202,9230
8475,2128
28300,8626
20072,6514
2986,2394
14813,6222
25063,13361
11828,11364
7894,17685
16680,10594
3180,2427
14348,7627
27650,11938
5934,4585
2916,385
886,18815
18505,12633
29497,5590
25966,17604
11901,106
3798,2510
15474,3888
11018,17845
16450,10156
4245,18565
3182,6702
15639,4301
3086,2365
403,50
3441,15068
11430,9510
5515,3176
8617,4252
933,590
9860,7098
4107,3899
11857,7577
12491,8211
10932,5955
21518,18117
13034,10957
14326,1103
3543,1741
20043,16620
10846,5272
3558,5774
15615,9106
8907,7845
6927,9236
12341,3675
19591,7820
8071,12013
21389,16253
8886,1533
22347,1036
2205,2203
12235,1776
26459,6912
4095,198
2394,2132
7628,16077
2338,8
11556,10642
21899,451
6052,10787
18125,11134
2271,21749
12053,18802
6008,3348
127,171
1949,3036
6593,7043
29618,16707
2452,2243
1093,646
17500,14877
13110,8113
4674,2923
16090,3842
18677,5118
10740,5482
369,3084
27171,21638
3877,1430
2746,4615
17473,16871
14293,11021
23327,19265
2098,2774
21908,5452
13085,22092
8456,10973
19269,3419
24268,7690
21088,7127
614,356
3133,3400
16398,11173
4440,4358
5510,5184
17935,17788
17951,9014
22558,3530
12652,17118
6483,2112
21427,15767
10974,10151
19077,926
19879,6900
6829,4780
756,108
14101,9755
48,99
10354,6468
34,202
5767,1634
7965,5265
1739,2410
4649,841
5846,2544
21037,4059
20832,11985
11948,50
9559,13798
235,5657
314,24659
25984,13309
563,1855
4430,2929
7549,6997
9307,4659
2024,1374
6790,3889
1399,979
4751,86
19563,8647
2128,2597
21110,12948
25015,1904
2742,1686
29332,23916
18835,6865
18360,10565
245,11613
4227,1758
4693,227
2042,19423
610,576
19479,15747
16032,14629
13572,1236
5882,3257
28589,23053
6711,11978
29240,26332
10272,7310
14576,8222
17969,13803
1460,107
5963,6337
13862,1688
1215,195
27494,16908
1623,26087
6329,5995
24718,7902
3000,7526
9378,5278
1069,3962
8574,3645
96,1255
13234,2929
18356,16509
18835,7309
909,8021
5489,2724
22127,16975
6687,3197
15480,7229
3459,2883
15331,1964
5983,7273
10135,9547
28637,11807
23918,15655
11417,7258
23608,6265
7836,1262
1315,688
1151,9155
1024,675
5919,629
17200,18382
439,2852
16653,15905
1199,2
18919,6956
2335,1171
6885,2073
8886,7465
15175,1797
27011,24915
8761,21506
26074,18099
9244,12421
14771,3696
10013,3945
14844,10921
1382,7253
3290,7401
8620,3428
12705,5843
27885,3934
2814,4164
6833,14797
383,2369
25171,8405
13313,5973
9527,13540
6481,4006
9433,2980
23880,14570
7850,18316
11230,5782
16597,12707
5939,948
24958,1915
20972,13346
9836,9780
1415,10191
5254,8508
23846,4316
15591,2585
25861,2677
2018,4527
27428,22596
10700,5401
14653,2997
7337,7997
5381,5077
14445,2739
28552,23633
1577,3790
22977,9878
4042,11591
11098,14301
27963,16172
24274,26119
15566,6209
15184,736
25151,7949
13215,7799
17474,13583
25952,16579
27272,7515
17139,9364
25896,14682
1265,256
13791,3312
345,89
7026,2183
13391,6886
21255,5584
17159,927
18745,12994
1536,6942
21683,14017
22597,6333
11818,11657
23153,4881
2263,6099
4600,2780
15507,11741
7153,6721
2890,17784
13422,1818
12805,4853
22754,20962
7678,3730
25073,6468
2966,950
28710,21035
28974,3666
16243,21317
11448,10040
18239,6519
9781,3622
12543,5504
3028,1166
12158,1339
17010,5859
29573,11472
18191,11555
22618,7136
14978,11083
130,42
9564,12949
8151,7267
15122,10611
28901,19162
1935,658
15817,6803
11170,5329
4800,6241
5762,295
29251,1730
11453,13031
4913,3846
6161,5770
6206,2467
18752,14350
17976,10192
11799,11208
16748,15097
14211,5790
6350,2619
16010,12270
18361,252
11055,2680
2403,87
6351,7587
17146,6653
8285,5301
12198,16384
14338,4323
20144,16725
10466,9176
21927,16009
5205,2638
22714,335
24369,1715
1089,1136
3783,504
1329,2465
17498,5468
25133,23336
3976,1648
27480,1726
8997,15271
8063,18032
13235,2606
5252,10970
24262,1179
14677,5255
722,5588
20266,11740
19878,13554
27580,17694
2548,163
18561,13069
20719,14430
19456,7416
11956,5067
1686,388
1942,626
13209,12949
833,8971
20951,17273
18074,10831
2687,2397
8288,5237
19050,10957
1035,387
6571,6006
136,105
20373,1828
15755,13967
11914,6358
10416,9228
13300,6061
26332,9156
1756,1662
29660,29033
19703,17026
15248,9756
5534,3057
7916,6852
28416,14628
12281,9896
4195,1329
9423,22576
29756,5145
3278,1693
2181,617
21721,1072
22006,14029
4052,3736
7767,540
27001,25055
20541,19465
3310,1074
6211,1963
23160,22296
24489,171
7852,510
10828,12715
27140,13720
8059,1046
9517,7851
5272,2654
13818,366
12426,4559
21476,10199
5490,4425
4578,8975
11177,20013
26930,17123
8651,5192
7115,224
9407,7522
3043,325
12863,6684
2318,4918
16353,10777
10858,5606
2721,5582
18651,1017
28638,12796
18604,9392
15003,14113
16802,8691
13433,12946
1512,566
2239,558
25932,12826
7214,1421
15837,4896
15267,7602
949,831
21102,11456
29029,10133
15809,5450
16785,17453
6874,4665
5385,2252
18807,21183
9817,5284
6187,11198
27582,25097
21342,21090
27161,12807
949,3689
5113,4160
3890,4317
1068,7997
21726,13060
27057,4731
25435,15203
7709,2704
15011,1454
8382,7099
24258,1735
10339,13868
17223,3136
1248,12090
19117,7289
2747,1650
10280,960
24657,5003
12596,6716
27832,15565
9029,2966
1473,2517
2329,11851
20185,1022
8655,8835
1760,3879
18174,11882
5150,14003
7112,3750
1426,2228
10350,3179
3337,2787
19258,3330
21809,3935
21487,19613
16530,10772
9507,6725
14398,13851
2062,1361
3094,2924
10928,5891
5408,280
19224,741
25157,5938
1531,5990
2888,5236
1253,601
161,3817
16771,16230
23599,2611
17824,4796
2018,7079
476,370
17093,4585
9140,5740
8045,4546
20913,10415
7830,6065
18760,8437
18487,16937
7074,5445
10055,1815
12368,1127
19869,15313
288,763
25046,948
6134,5751
24295,10842
3307,1762
334,370
16969,2774
3536,2524
14078,18332
9158,1858
9750,818
4912,1587
29300,24196
14739,7124
426,764
1936,263
4131,9348
1539,930
15860,5910
5657,2136
14604,1529
477,7576
5497,1941
17478,3820
5025,2110
7030,7380
18368,3776
19508,6326
18527,6675
2302,1111
8127,3514
7146,1272
17940,13255
1570,694
17531,9764
16670,5904
21377,551
21745,15319
25468,2509
10054,5488
15051,13094
28822,16894
15863,14014
11897,5092
536,3708
2527,2163
24481,17028
8596,5802
11590,4436
17305,2209
9014,7069
24949,13515
22124,20668
1381,7326
16027,2350
12555,924
5978,5084
12446,9622
15284,9426
13169,13521
13793,8984
19051,6174
14648,4550
1710,582
16109,5607
479,120
887,111
5592,3117
1682,1183
8696,14100
27674,23829
19547,9537
29771,17630
1271,1617
227,96
23328,10264
19741,4778
1119,721
12384,6731
14559,14040
2907,739
1058,2151
26335,8747
434,141
127,360
28356,9030
23239,17516
1220,1487
23746,10135
21025,5029
16945,2488
3171,1747
9982,3571
14538,18428
20158,143
1162,5991
6781,169
11302,12746
9494,1231
21989,10017
25292,24567
5584,4492
28639,12737
13570,9264
24938,21864
7070,13178
1077,673
17707,17533
28327,12836
510,60
20837,18976
5972,1701
1060,2560
13083,17149
9231,11355
18308,7623
20415,16641
25362,9079
26837,5909
6995,4605
7284,597
20255,18564
244,127
19114,16590
19259,177
8774,7478
315,284
22554,14572
2012,389
7504,7339
6836,885
18061,10254
21260,4038
3716,1913
14586,6212
15221,2929
660,9028
28453,17411
5585,1811
14952,10264
28984,24711
10672,2878
15835,7602
18046,3965
14173,246
24054,21619
3750,823
13782,12829
826,4909
2036,1668
16195,12165
11,1823
9821,9333
2626,4034
21376,483
14576,15597
907,525
2232,1033
1850,15
14427,10747
21007,10743
2305,6807
29624,13489
24301,12708
6715,7078
19907,13845
2800,2068
4660,1701
11340,11280
18536,10320
10109,9818
4586,514
4422,420
1097,8558
5984,7738
288,153
2180,8772
10997,855
10726,5952
10087,804
21566,15979
1050,3589
22153,1380
9379,8880
14112,1213
15230,17656
6786,11495
3235,10233
4963,2698
8514,126
17,95
9945,8866
16789,23857
88,20
544,2428
130,6397
6205,5959
8409,14404
8636,6557
9834,359
1297,8106
12865,5434
2159,72
16079,9703
17047,3500
26789,6039
20414,19770
4068,585
10510,3248
12158,1675
7658,21807
22361,2382
11903,7641
8795,1631
7901,15823
12466,10315
22024,19888
20238,29
23019,18841
21742,43
11699,8434
6935,560
1038,272
8819,5958
29451,20670
139,136
7716,8402
20546,7656
13393,4543
13485,7783
28328,25394
18127,3972
6179,4177
12495,9487
4015,8758
6190,5092
3206,2624
29577,22057
15573,11806
19654,14004
8756,6044
5362,629
8550,5297
195,175
14526,961
10623,10013
29301,8505
7345,2985
25411,19267
5966,2852
2366,3412
9888,504
16991,15608
3876,2626
27505,23053
7873,948
23149,18667
3321,3210
81,69
5766,16073
5281,4771
7029,122
13123,12396
23069,10759
18606,4772
11875,11082
19022,15922
3984,6627
7215,18
1907,3949
21152,5727
26748,18304
5552,9459
10807,10343
6254,2550
6913,19266
2003,658
17452,1199
12630,376
26677,14331
11154,2479
6580,6434
12932,9317
11306,26343
6616,23001
16620,24658
8961,1897
3338,3639
24684,12714
3994,2086
1309,4807
241,1670
3691,932
2909,7154
11768,1276
7044,6341
27655,14842
2164,3775
9614,6194
1974,307
2764,3218
8826,2686
24260,11212
11117,2077
20148,17779
5420,5867
6638,5059
10401,6337
25131,11187
3455,508
26034,3855
6254,2098
8474,6242
925,7723
18109,719
4022,2229
14821,1539
21342,16321
1645,482
3984,2341
1479,38
3848,704
3885,431
12602,16598
11947,4599
296,29
5549,12573
6039,129
814,10440
19938,506
27836,24510
9278,3598
14547,12551
10432,6936
1375,5551
8346,3077
28771,24476
3909,347
1418,1344
2862,10167
631,519
7677,3152
5394,10068
120,15413
712,611
6091,1384
18946,20542
3599,3232
28433,9951
4278,8676
17290,10932
16525,1672
2780,2394
21832,8986
21062,8197
23390,1229
4858,2479
17654,3203
12747,11845
15696,15588
3031,2507
5747,4528
958,2966
21929,15312
13436,2989
3923,670
4471,6194
26071,13401
24011,3268
12024,6076
15023,3043
20452,2674
22518,17135
3298,11403
7523,5182
15668,9931
4081,3394
3440,3158
7306,4181
15030,15886
18852,4159
264,1380
20429,3042
11226,5697
12034,9896
11731,3748
8641,850
13190,2196
8506,21278
10725,11872
16812,5200
23152,1422
18311,16427
25388,1097
28501,2162
22140,624
26416,22761
8544,11219
18552,18512
12674,7787
11037,3797
314,11561
2593,1135
25221,8942
3139,9246
26104,25508
28835,13057
2003,543
1825,7212
5237,1116
16401,1502
6613,1342
26351,13995
15343,10342
4991,2125
7368,5213
4930,2092
7611,11
3423,4472
11409,24983
2691,3652
11249,6537
9675,5477
4270,2596
2473,2595
23635,21698
7012,5123
7849,10181
12867,12091
7037,3504
13542,10990
17460,7707
429,929
10053,701
283,3867
27739,22235
16934,16326
3123,1383
17682,4388
20367,23430
6372,4736
15457,11573
9887,13075
23670,5324
28164,20209
1013,5
9621,20998
20850,12072
24483,20199
13009,25115
22505,377
3335,1856
18193,8640
16823,6294
14066,7483
22447,3999
1372,739
9395,10968
6387,2511
11027,1199
9598,6026
21059,15583
650,605
1203,779
3150,220
1996,1652
1578,9892
8508,1687
8895,1029
8690,9947
6432,5356
5285,6451
20933,17134
22904,11011
20419,5705
15323,20497
430,544
23257,21178
1,0
2107,1257
273,1819
21424,18727
5137,3919
14232,8596
9877,6041
8397,4302
27358,26164
1174,250
8802,1662
7676,4450
11079,6949
2071,5376
8593,4665
16054,2717
4896,4329
15640,12982
1909,376
19488,1047
12099,1615
11253,8724
205,2
8617,16545
18467,15500
25948,13483
17262,13092
16637,2900
20132,14962
24541,9068
8786,9672
8085,4519
24864,20136
1078,96
14094,1174
12022,8707
13824,9281
19674,4052
10171,13967
15905,15547
5875,9668
1350,1120
8287,15215
21038,13170
24473,22201
6143,1250
13207,7771
17625,5544
11345,5115
14020,5534
3411,3102
3332,5931
5066,386
24235,19302
23383,5246
8149,2069
11507,563
2194,1666
270,147
5216,3438
2015,9156
19227,12102
1826,9111
11346,3782
6644,2633
29766,12290
16796,12283
2212,2018
2657,253
9103,467
15583,1568
12564,5753
447,1458
2106,2176
29035,4892
13241,7215
2504,143
4178,1315
5066,70
26078,5111
15516,18243
11019,10804
9731,15706
2690,2714
325,197
11127,18801
1038,13913
982,3305
16153,4526
11546,10020
1798,1229
24062,6111
8324,5461
21788,15961
421,579
11494,10702
6533,5321
22206,556
18574,1802
27715,11458
7812,6600
16501,5979
29146,26816
7150,3693
28330,23480
6231,2293
9073,19766
20782,5717
1278,1694
1460,3791
4867,2299
2371,11534
9875,4789
19297,244
7172,9373
20819,20041
14899,12263
4463,1771
22791,17363
5163,4833
5482,2497
4486,2390
748,12637
6579,17344
4092,4696
15136,10716
28601,22026
21712,4517
8943,8770
350,3523
5876,244
13146,9699
9411,843
15843,404
20275,2289
6310,9876
11983,875
18447,14673
2715,5440
1117,11495
4432,254
2798,2244
24156,7990
20348,11720
20413,11576
16521,10693
28801,18848
10974,1159
17881,5756
4020,26
10971,2131
21759,17563
15153,14744
12172,3723
13897,4740
18902,17825
2686,1799
6479,154
8189,5447
14854,13576
1832,1130
7607,4649
15859,13548
13046,7272
1788,2171
2787,1597
2956,19056
5485,9546
9150,8248
4412,3667
14735,9872
3310,1355
4088,2185
10827,42
6096,6897
18913,24022
22512,14692
28245,15478
11477,92
9598,5001
422,245
20403,11726
4213,3689
9809,2243
9978,4734
13740,11268
246,2749
12129,1129
2940,26145
6186,3520
16479,16540
1491,1033
20364,13376
2802,1560
12655,702
16726,9996
3563,2775
9216,7179
21175,449
10655,126
469,408
8598,4318
20277,8506
11646,942
3764,2965
2481,24231
11065,3449
12670,1512
11724,760
14470,3840
1878,5444
3172,8653
4450,7798
13232,3827
28333,18602
2173,891
15423,6524
15918,21276
3269,12836
16851,10953
7876,3977
2588,9227
1567,1168
1457,385
21311,13296
27731,20165
20796,19957
7073,5413
24790,19753
13324,9220
25322,149
9070,596
9623,3730
4110,10237
17892,17664
10878,2389
7129,38
27,6605
4141,3046
2236,3221
12307,8079
18593,15599
22298,15845
9839,457
7090,2143
12361,1874
18520,17889
12940,9973
955,154
14124,10585
8159,6586
14076,1923
17797,7155
20804,4539
20983,11765
3128,2445
3930,171
14104,11117
14052,19882
5708,1793
7440,7044
7079,1147
4494,3215
21174,12872
9665,18535
236,1149
28539,18367
10484,3908
8032,2781
24483,3663
5580,1487
1615,2486
23370,12587
1407,551
20591,648
22352,15162
17454,16245
3879,2161
19679,10915
17259,10034
1070,10935
12684,1493
17142,12816
5061,2712
29735,2846
24202,123
11120,5626
18198,5469
2815,2410
2427,5889
9604,4005
14191,7745
5167,6877
7207,1296
12116,7430
4511,2457
15960,15467
1798,4666
9685,7986
28342,1695
14159,6444
9872,3135
9386,3212
106,731
29802,826
351,3523
13293,12041
15556,20769
6306,2448
23968,5910
16669,2919
29684,17272
2561,5809
2200,111
4619,1238
17412,14234
4395,2842
12561,14808
14796,16893
400,108
1306,920
24951,15536
4243,1895
14515,4538
8553,886
14752,23602
420,502
849,684
24985,5761
9904,7212
8125,21329
1600,827
3944,9454
4678,2696
27414,22555
11046,2453
22156,1048
15700,8701
1558,4068
13789,5836
19408,12604
16663,3136
17359,4264
24742,4345
15888,4692
16836,5748
8425,22247
10619,15581
13954,4230
13593,12132
12154,1153
8350,1091
27907,10560
29745,23357
5857,9746
13986,12941
5864,1885
7340,6622
2730,10401
23222,13245
17745,7290
4014,1140
3739,1090
19385,578
4112,11693
28088,22260
10288,9670
2053,2111
2950,2887
11690,2218
20530,14850
9898,6223
16947,5912
18806,3603
21315,16415
11503,22727
1090,1497
21422,11694
11357,16846
7007,6837
23122,5005
661,218
2229,4187
16961,10074
5465,2837
13338,6928
21790,5593
6087,3880
12916,15089
20087,4998
1153,10188
27972,13907
23276,1484
27787,25833
22986,17740
18592,15564
669,65
3442,1277
12789,4228
23572,5980
8407,108
2738,32
4978,1526
4120,3100
4705,3194
23972,24271
2333,4672
7192,964
3948,114
10780,11874
11868,724
16355,914
27556,6070
10636,19107
24467,254
398,139
4364,2242
17173,9753
26509,10093
8238,6309
2481,1835
1943,2536
17015,13815
27992,24016
6275,2613
22455,9589
3523,563
5226,12541
2152,5817
14511,642
6967,3537
5022,846
15112,12897
1289,264
12976,2499
4523,3900
21457,5739
23323,15340
11023,9729
27563,8712
4848,6678
15431,2878
710,322
24888,4174
28119,13018
9494,2677
28314,1461
12952,10278
4543,10998
23753,21424
12563,9804
7931,1278
12475,9000
11213,7850
104,5786
2026,2338
25170,16344
22059,7522
5647,1461
305,94
2517,3586
4743,1863
4999,217
21959,2532
27957,6657
21750,13225
7033,7616
3714,2691
18814,20933
12975,6096
6279,16393
20316,10398
9123,5184
19401,15682
9593,7495
20298,7087
12287,5435
3989,2084
17058,557
3379,10979
22840,19511
3236,2805
5686,3167
25441,19041
18155,998
1740,1045
25499,9056
27950,5948
9529,1067
25957,12991
8326,4636
11665,9492
19491,10101
23246,22325
23506,21931
4188,13464
15006,12577
91,4814
14893,2586
4606,11208
4130,3073
9252,5456
25011,1679
6849,1671
5707,4600
122,720
2774,6620
14382,10889
3282,1364
21003,7821
5279,395
16205,364
10999,8709
22257,18024
8181,309
13852,7562
9840,9027
24293,16338
1906,433
22745,23994
769,710
8887,1953
2716,3821
2405,572
28675,17465
8590,7696
5240,4166
3522,2913
5191,4574
12850,7359
17656,17611
20147,16490
23072,4962
3909,3816
7740,3826
12129,1100
21808,8868
71,45
350,124
5399,1818
20261,7126
10847,9219
26975,23774
13646,2178
27006,1991
9741,3254
19403,15434
12834,10729
553,5640
18935,2248
12760,5306
19720,9973
17,2
2435,1439
13723,12549
459,6482
19031,15800
6589,923
9570,6407
4501,377
15123,14130
22275,14041
12119,8068
11332,1766
13509,10187
13100,4460
22502,17591
6956,5949
12178,10568
14223,17619
1053,1573
4795,474
22805,17679
23233,2426
16110,15236
7790,15960
8972,4806
598,765
21240,9516
25197,8478
10445,23775
13562,5560
1537,6165
4515,480
25123,27744
432,67
14429,10401
5859,9587
21267,7318
20204,20636
20000,1666
3264,1303
7712,11547
16892,5995
22067,13117
8521,19925
10998,4592
25264,2076
6230,1597
843,1973
19495,12522
3212,3210
10232,3542
135,297
12176,24331
1059,2489
14003,14877
16985,12536
11529,6577
27509,15685
22320,11161
6859,3001
4736,374
7759,2870
17611,5514
15927,3210
10574,7129
12240,2563
1411,894
8780,1048
3784,2514
12546,5932
4559,4553
13409,6762
11322,9680
21360,18318
12857,12316
29489,23300
13762,7975
147,114
4496,14565
25225,879
2758,92
11485,9855
7950,743
5809,3617
15681,11140
2948,14321
23358,8791
1562,552
8147,4687
292,2028
9141,6666
8619,5211
2405,929
17905,13293
598,0
6352,498
19955,11285
4282,1109
9793,908
7003,5926
12452,12354
17720,15435
298,1667
11532,2819
1116,1119
6658,7250
1962,135
5149,4875
13950,4444
10373,4960
3549,291
26167,21479
10198,2110
14628,1290
25786,4660
20377,18244
18861,14788
6683,3494
2398,758
29263,9770
5828,4982
9374,9328
20030,8914
1264,7
5299,6773
24690,21911
15908,1706
3153,6856
14068,3724
24093,13009
29403,13622
3714,2601
2489,2431
15233,8919
25817,6879
9238,4378
3568,3265
10779,7088
5680,4000
17736,2280
1051,1000
907,4911
21696,4510
906,617
282,5111
534,113
9625,13645
8132,18007
1424,117
10001,1462
599,7897
22014,16518
1329,936
23302,296
3724,2907
21470,78
24815,4866
687,2334
11755,11523
8040,3359
3248,444
7621,6969
2351,73
28244,27144
3277,2155
5536,7868
5894,19369
25642,13226
5041,5675
9946,15830
5581,2704
11872,12913
426,246
21458,4043
66,305
15333,8420
24379,9038
7827,6397
9494,8886
14707,12496
2755,1867
7930,22597
8487,5834
14246,6102
16598,15115
492,394
13067,8495
1658,979
10592,1053
10324,16986
9004,7535
19068,7327
321,278
1937,1286
7321,7710
2996,2530
4996,1999
15889,10816
743,6323
17281,12329
6406,300
1609,1851
3233,854
193,77
4117,3420
29152,2323
24926,5270
6198,2537
3136,2786
14868,8123
4759,9619
16626,11586
7568,14206
4354,2420
16881,14740
589,13670
16898,9270
3531,2715
1416,27
2526,953
13672,5637
5924,4266
25630,21615
3632,1385
23996,19754
11360,4813
26690,15853
28103,26474
5021,10085
292,43
26828,11074
1825,387
23891,23868
13243,3672
3969,3748
93,1
2091,23
5140,3367
6202,1419
4533,3725
16387,12827
25036,4488
5341,12528
4402,2956
20748,731
14908,9968
21161,6677
3789,9253
2037,22216
22974,9270
19573,510
3743,343
16858,1969
22955,22811
26188,15837
2512,270
16696,2208
101,488
27110,18030
27829,23097
14332,1247
3893,10496
24274,10658
11998,10804
27724,24454
1931,10013
12727,3011
8675,3773
8829,5380
1110,1246
15157,12275
24097,8726
10837,11133
9312,4837
3996,3790
67,71
23211,1551
19565,14303
13765,169
13508,5254
26059,12997
5411,1842
10570,7566
24852,11846
1164,1387
207,964
17140,6737
26107,18999
8814,8433
16160,3296
6177,982
21227,13642
19156,18174
3941,3384
12039,5575
6619,7174
23916,2853
16949,16415
22557,25549
12568,4831
6280,3416
599,2140
12274,11480
2051,330
7736,6587
12323,4544
5551,5372
24799,24588
1095,1776
3550,2815
21999,15047
4045,1011
5921,11239
24956,10093
27645,2265
10067,6849
15098,14899
12276,14225
8469,3214
17439,2556
9298,2262
10118,4998
3733,1206
23413,16897
16219,8754
12481,15472
12639,15
5000,831
25753,583
1620,8669
13312,8550
20771,4232
26562,25504
24849,27478
3124,1395
13345,12106
12496,11053
17603,13435
16086,2997
231,9268
568,361
16243,18332
28788,15126
6427,6926
27131,12974
6466,3368
8160,5959
19492,6480
21524,8139
5566,636
27823,11854
7145,3175
15266,4592
800,443
3346,2979
21064,5186
10337,10830
20443,13195
17432,9975
28074,25121
10967,10759
24042,7241
18443,18221
22,35
28267,1843
24396,5563
21905,8042
515,254
2273,997
9071,3592
420,2134
23495,19440
25255,22129
5136,4825
21537,1611
286,150
22396,213
8093,3681
19944,16807
27138,17636
2655,2186
6053,4712
3928,6846
23469,353
7232,12885
186,509
32,2311
16769,14372
19950,16748
12271,1638
5441,4788
25944,24862
7554,4412
12451,9731
893,243
15116,2016
8535,2079
8687,2496
1091,360
6067,2678
2538,314
217,707
25077,20563
17123,1708
4854,4749
27087,7097
14967,8491
29217,29069
14171,7116
24224,4838
10024,12413
23533,11091
14762,18400
25373,17060
22187,6156
10674,9012
18292,10446
14128,2513
15071,12998
13336,3592
